noh,name,demand,estart,pstart,lfinish,dur,caf,astart
2171,27,0.2730666666666666,72,72,74,3,1.0,72
2171,28,0.1071,75,75,77,3,1.0,75
2171,29,0.904066666666667,78,78,80,3,1.0,78
2171,30,0.5251666666666667,81,81,83,3,1.0,81
2171,31,0.2854333333333333,84,84,86,3,1.0,84
2171,32,0.19433333333333336,87,87,89,3,1.0,87
2171,33,0.24693333333333334,90,90,92,3,1.0,90
2171,34,2.6701,93,93,95,3,1.0,93
2171,35,0.2311,96,96,98,3,1.0,96
2171,36,0.2554666666666667,99,99,101,3,1.0,99
2171,37,2.462133333333333,102,102,104,3,1.0,102
2171,38,4.4055333333333335,105,105,107,3,1.0,105
2171,39,4.8822,108,108,110,3,1.0,108
2171,40,4.4224,111,111,113,3,1.0,111
2171,41,4.249999999999999,114,114,116,3,1.0,114
2171,42,3.3788,117,117,119,3,1.0,117
2171,43,2.238366666666666,120,120,122,3,1.0,120
2171,44,0.9018666666666666,123,123,125,3,1.0,123
2171,45,3.468733333333333,126,126,128,3,1.0,126
2171,46,6.159333333333333,129,129,131,3,1.0,129
2171,47,5.123099999999999,132,132,134,3,1.0,132
2171,48,0.09800000000000003,135,135,137,3,1.0,135
2171,49,0.9327,138,138,140,3,1.0,138
2171,50,2.224666666666667,141,141,143,3,1.0,141
2337,0,0.0,0,0,2,3,1.0,0
2337,1,0.0,3,3,5,3,1.0,3
2337,2,0.0,6,6,8,3,1.0,6
2337,3,0.0,9,9,11,3,1.0,9
2337,4,0.0,12,12,14,3,1.0,12
2337,5,0.0,15,15,17,3,1.0,15
2337,6,0.0,18,18,20,3,1.0,18
2337,7,0.0,21,21,23,3,1.0,21
2337,8,0.0,24,24,26,3,1.0,24
2337,9,0.0,27,27,29,3,1.0,27
2337,10,0.0,30,30,32,3,1.0,30
2337,11,0.0,33,33,35,3,1.0,33
2337,12,0.0,36,36,38,3,1.0,36
2337,13,0.0,39,39,41,3,1.0,39
2337,14,0.0,42,42,44,3,1.0,42
2337,15,0.0,45,45,47,3,1.0,45
2337,16,0.0,48,48,50,3,1.0,48
2337,17,0.0,51,51,53,3,1.0,51
2337,18,0.0,54,54,56,3,1.0,54
2337,19,0.0,57,57,59,3,1.0,57
2337,20,0.0,60,60,62,3,1.0,60
2337,21,0.0,63,63,65,3,1.0,63
2337,22,0.0,66,66,68,3,1.0,66
2337,23,0.0,69,69,71,3,1.0,69
2337,24,0.0,72,72,74,3,1.0,72
2337,25,0.0,75,75,77,3,1.0,75
2337,26,0.0,78,78,80,3,1.0,78
2337,27,0.0,81,81,83,3,1.0,81
2337,28,0.0,84,84,86,3,1.0,84
2337,29,0.0,87,87,89,3,1.0,87
2337,30,0.0,90,90,92,3,1.0,90
2337,31,0.0,93,93,95,3,1.0,93
2337,32,0.0,96,96,98,3,1.0,96
2337,33,0.0,99,99,101,3,1.0,99
2337,34,0.0,102,102,104,3,1.0,102
2337,35,0.0,105,105,107,3,1.0,105
2337,36,0.0,108,108,110,3,1.0,108
2337,37,0.0,111,111,113,3,1.0,111
2337,38,0.0,114,114,116,3,1.0,114
2337,39,0.0,117,117,119,3,1.0,117
2337,40,0.0,120,120,122,3,1.0,120
2337,41,0.0,123,123,125,3,1.0,123
2337,42,0.0,126,126,128,3,1.0,126
2337,43,0.0,129,129,131,3,1.0,129
2337,44,0.0,132,132,134,3,1.0,132
2337,45,0.0,135,135,137,3,1.0,135
2337,46,0.0,138,138,140,3,1.0,138
2337,47,0.0,141,141,143,3,1.0,141
2361,0,4.0,3,65,69,5,0.6,65
2361,1,1.54,18,63,118,3,0.9,63
2361,2,0.16,36,62,143,5,0.7,62
2361,3,0.08,13,63,81,6,0.3,63
2361,4,0.09066666666666667,0,0,2,3,1.0,0
2361,5,0.11673333333333333,3,3,5,3,1.0,3
2361,6,0.14800000000000002,6,6,8,3,1.0,6
2361,7,0.07416666666666667,9,9,11,3,1.0,9
2361,8,0.1248,12,12,14,3,1.0,12
2361,9,0.12666666666666665,15,15,17,3,1.0,15
2361,10,0.07183333333333335,18,18,20,3,1.0,18
2361,11,0.1318,21,21,23,3,1.0,21
2361,12,0.1179333333333333,24,24,26,3,1.0,24
2361,13,0.06953333333333335,27,27,29,3,1.0,27
2361,14,0.1347,30,30,32,3,1.0,30
2361,15,0.11396666666666665,33,33,35,3,1.0,33
2361,16,0.07129999999999999,36,36,38,3,1.0,36
2361,17,0.12936666666666666,39,39,41,3,1.0,39
2361,18,1.9117666666666664,42,42,44,3,1.0,42
2361,19,0.1334,45,45,47,3,1.0,45
2361,20,0.13923333333333335,48,48,50,3,1.0,48
2361,21,0.2843666666666667,51,51,53,3,1.0,51
2361,22,0.11813333333333333,54,54,56,3,1.0,54
2361,23,0.4943,57,57,59,3,1.0,57
2361,24,1.5283999999999998,60,60,62,3,1.0,60
2361,25,0.07893333333333333,63,63,65,3,1.0,63
2361,26,1.434233333333333,66,66,68,3,1.0,66
2361,27,1.223233333333333,69,69,71,3,1.0,69
2361,28,1.5256333333333332,72,72,74,3,1.0,72
2361,29,0.1402,75,75,77,3,1.0,75
2361,30,0.1051,78,78,80,3,1.0,78
2361,31,2.1852666666666662,81,81,83,3,1.0,81
2361,32,0.0712,84,84,86,3,1.0,84
2361,33,0.9792666666666664,87,87,89,3,1.0,87
2361,34,1.1984666666666663,90,90,92,3,1.0,90
2361,35,2.0185,93,93,95,3,1.0,93
2361,36,0.9076333333333334,96,96,98,3,1.0,96
2361,37,0.7180333333333333,99,99,101,3,1.0,99
2361,38,1.4748666666666663,102,102,104,3,1.0,102
2361,39,1.6868666666666667,105,105,107,3,1.0,105
2361,40,2.2379999999999995,108,108,110,3,1.0,108
2361,41,2.7000666666666664,111,111,113,3,1.0,111
2361,42,1.9527,114,114,116,3,1.0,114
2361,43,1.3618333333333332,117,117,119,3,1.0,117
2361,44,2.700133333333333,120,120,122,3,1.0,120
2361,45,0.05643333333333333,123,123,125,3,1.0,123
2361,46,1.5798333333333336,126,126,128,3,1.0,126
2361,47,1.4838333333333331,129,129,131,3,1.0,129
2361,48,1.8100666666666667,132,132,134,3,1.0,132
2361,49,0.12873333333333334,135,135,137,3,1.0,135
2361,50,0.08133333333333331,138,138,140,3,1.0,138
2361,51,1.5560666666666667,141,141,143,3,1.0,141
252,0,0.0,0,0,2,3,1.0,0
252,1,0.0,3,3,5,3,1.0,3
252,2,0.0,6,6,8,3,1.0,6
252,3,0.0,9,9,11,3,1.0,9
252,4,0.0,12,12,14,3,1.0,12
252,5,0.0,15,15,17,3,1.0,15
252,6,0.0,18,18,20,3,1.0,18
252,7,0.0,21,21,23,3,1.0,21
252,8,0.0,24,24,26,3,1.0,24
252,9,0.0,27,27,29,3,1.0,27
252,10,0.0,30,30,32,3,1.0,30
252,11,0.0,33,33,35,3,1.0,33
252,12,0.0,36,36,38,3,1.0,36
252,13,0.0,39,39,41,3,1.0,39
252,14,0.0,42,42,44,3,1.0,42
252,15,0.0,45,45,47,3,1.0,45
252,16,0.0,48,48,50,3,1.0,48
252,17,0.0,51,51,53,3,1.0,51
252,18,0.0,54,54,56,3,1.0,54
252,19,0.0,57,57,59,3,1.0,57
252,20,0.0,60,60,62,3,1.0,60
252,21,0.0,63,63,65,3,1.0,63
252,22,0.0,66,66,68,3,1.0,66
252,23,0.0,69,69,71,3,1.0,69
252,24,0.0,72,72,74,3,1.0,72
252,25,0.0,75,75,77,3,1.0,75
252,26,0.0,78,78,80,3,1.0,78
252,27,0.0,81,81,83,3,1.0,81
252,28,0.0,84,84,86,3,1.0,84
252,29,0.0,87,87,89,3,1.0,87
252,30,0.0,90,90,92,3,1.0,90
252,31,0.0,93,93,95,3,1.0,93
252,32,0.0,96,96,98,3,1.0,96
252,33,0.0,99,99,101,3,1.0,99
252,34,0.0,102,102,104,3,1.0,102
252,35,0.0,105,105,107,3,1.0,105
252,36,0.0,108,108,110,3,1.0,108
252,37,0.0,111,111,113,3,1.0,111
252,38,0.0,114,114,116,3,1.0,114
252,39,0.0,117,117,119,3,1.0,117
252,40,0.0,120,120,122,3,1.0,120
252,41,0.0,123,123,125,3,1.0,123
252,42,0.0,126,126,128,3,1.0,126
252,43,0.0,129,129,131,3,1.0,129
252,44,0.0,132,132,134,3,1.0,132
252,45,0.0,135,135,137,3,1.0,135
252,46,0.0,138,138,140,3,1.0,138
252,47,0.0,141,141,143,3,1.0,141
2532,0,1.56,42,64,125,1,0.7,64
2532,1,1.36,71,109,116,6,0.5,109
2532,2,0.66,19,67,92,2,0.4,67
2532,3,0.31,0,67,77,3,0.5,67
2532,4,0.26,31,111,130,2,0.3,111
2532,5,0.25,30,67,102,3,0.7,67
2532,6,0.18,43,70,97,5,0.01,70
2532,7,0.11,18,68,135,5,0.6,68
2532,8,0.09,13,64,86,6,0.7,64
2532,9,0.08,67,69,105,3,0.2,69
2532,10,0.03,0,68,84,6,0.9,68
2532,11,0.02,48,66,110,3,0.01,66
2532,12,0.01,4,61,126,2,0.6,61
2532,13,0.1181,0,0,2,3,1.0,0
2532,14,0.11053333333333333,3,3,5,3,1.0,3
2532,15,0.0684,6,6,8,3,1.0,6
2532,16,0.11800000000000002,9,9,11,3,1.0,9
2532,17,1.7764000000000002,12,12,14,3,1.0,12
2532,18,0.0989,15,15,17,3,1.0,15
2532,19,0.1354,18,18,20,3,1.0,18
2532,20,0.0929,21,21,23,3,1.0,21
2532,21,0.12346666666666666,24,24,26,3,1.0,24
2532,22,0.10243333333333332,27,27,29,3,1.0,27
2532,23,0.03696666666666667,30,30,32,3,1.0,30
2532,24,0.12536666666666668,33,33,35,3,1.0,33
2532,25,0.087,36,36,38,3,1.0,36
2532,26,0.05593333333333333,39,39,41,3,1.0,39
2532,27,0.13933333333333334,42,42,44,3,1.0,42
2532,28,0.05556666666666665,45,45,47,3,1.0,45
2532,29,0.13683333333333333,48,48,50,3,1.0,48
2532,30,0.11816666666666667,51,51,53,3,1.0,51
2532,31,0.9072666666666668,54,54,56,3,1.0,54
2532,32,0.1338,57,57,59,3,1.0,57
2532,33,0.05296666666666668,60,60,62,3,1.0,60
2532,34,0.11913333333333335,63,63,65,3,1.0,63
2532,35,0.08096666666666667,66,66,68,3,1.0,66
2532,36,0.06566666666666668,69,69,71,3,1.0,69
2532,37,0.9166666666666669,72,72,74,3,1.0,72
2532,38,0.3451333333333334,75,75,77,3,1.0,75
2532,39,0.1547666666666667,78,78,80,3,1.0,78
2532,40,0.17696666666666666,81,81,83,3,1.0,81
2532,41,1.5046333333333333,84,84,86,3,1.0,84
2532,42,0.21873333333333336,87,87,89,3,1.0,87
2532,43,0.1084,90,90,92,3,1.0,90
2532,44,1.5964,93,93,95,3,1.0,93
2532,45,1.1949000000000003,96,96,98,3,1.0,96
2532,46,1.9116333333333333,99,99,101,3,1.0,99
2532,47,0.1128,102,102,104,3,1.0,102
2532,48,1.4669666666666663,105,105,107,3,1.0,105
2532,49,0.3364666666666667,108,108,110,3,1.0,108
2532,50,1.2655666666666667,111,111,113,3,1.0,111
2532,51,2.2430000000000003,114,114,116,3,1.0,114
2532,52,0.09706666666666668,117,117,119,3,1.0,117
2532,53,0.1293,120,120,122,3,1.0,120
2532,54,2.4959,123,123,125,3,1.0,123
2532,55,0.18423333333333333,126,126,128,3,1.0,126
2532,56,1.5831333333333333,129,129,131,3,1.0,129
2532,57,0.0545,132,132,134,3,1.0,132
2532,58,1.9786333333333332,135,135,137,3,1.0,135
2532,59,1.7593666666666663,138,138,140,3,1.0,138
2532,60,0.029566666666666668,141,141,143,3,1.0,141
2638,0,0.0,0,0,2,3,1.0,0
2638,1,0.0,3,3,5,3,1.0,3
2638,2,0.0,6,6,8,3,1.0,6
2638,3,0.0,9,9,11,3,1.0,9
2638,4,0.0,12,12,14,3,1.0,12
2638,5,0.0,15,15,17,3,1.0,15
2638,6,0.0,18,18,20,3,1.0,18
2638,7,0.0,21,21,23,3,1.0,21
2638,8,0.0,24,24,26,3,1.0,24
2638,9,0.0,27,27,29,3,1.0,27
2638,10,0.0,30,30,32,3,1.0,30
2638,11,0.0,33,33,35,3,1.0,33
2638,12,0.0,36,36,38,3,1.0,36
2638,13,0.0,39,39,41,3,1.0,39
2638,14,0.0,42,42,44,3,1.0,42
2638,15,0.0,45,45,47,3,1.0,45
2638,16,0.0,48,48,50,3,1.0,48
2638,17,0.0,51,51,53,3,1.0,51
2638,18,0.0,54,54,56,3,1.0,54
2638,19,0.0,57,57,59,3,1.0,57
2638,20,0.37163333333333337,60,60,62,3,1.0,60
2638,21,0.0,63,63,65,3,1.0,63
2638,22,0.3895333333333333,66,66,68,3,1.0,66
2638,23,0.0,69,69,71,3,1.0,69
2638,24,0.377,72,72,74,3,1.0,72
2638,25,0.5569000000000001,75,75,77,3,1.0,75
2638,26,0.40003333333333335,78,78,80,3,1.0,78
2638,27,0.6467333333333334,81,81,83,3,1.0,81
2638,28,0.4192666666666666,84,84,86,3,1.0,84
2638,29,0.7006,87,87,89,3,1.0,87
2638,30,0.6562,90,90,92,3,1.0,90
2638,31,0.9441,93,93,95,3,1.0,93
2638,32,0.9653333333333334,96,96,98,3,1.0,96
2638,33,1.1169666666666669,99,99,101,3,1.0,99
2638,34,1.4540666666666666,102,102,104,3,1.0,102
2638,35,0.7262666666666667,105,105,107,3,1.0,105
2638,36,1.2989,108,108,110,3,1.0,108
2638,37,0.7268,111,111,113,3,1.0,111
2638,38,1.3557333333333337,114,114,116,3,1.0,114
2638,39,0.6827333333333333,117,117,119,3,1.0,117
2638,40,0.9840333333333334,120,120,122,3,1.0,120
2638,41,0.8441666666666666,123,123,125,3,1.0,123
2638,42,0.5462333333333333,126,126,128,3,1.0,126
2638,43,0.7898333333333334,129,129,131,3,1.0,129
2638,44,0.4045666666666667,132,132,134,3,1.0,132
2638,45,0.6933666666666667,135,135,137,3,1.0,135
2638,46,0.0,138,138,140,3,1.0,138
2638,47,0.0,141,141,143,3,1.0,141
2814,0,0.76,11,122,137,3,0.5,122
2814,1,0.35,93,121,136,2,0.4,121
2814,2,0.28,48,121,138,4,0.4,121
2814,3,0.01,49,126,128,2,0.1,126
2814,4,1.6132666666666666,0,0,2,3,1.0,0
2814,5,1.3158999999999996,3,3,5,3,1.0,3
2814,6,0.20736666666666667,6,6,8,3,1.0,6
2814,7,0.11573333333333335,9,9,11,3,1.0,9
2814,8,0.1962,12,12,14,3,1.0,12
2814,9,0.20996666666666666,15,15,17,3,1.0,15
2814,10,0.11603333333333335,18,18,20,3,1.0,18
2814,11,0.18196666666666667,21,21,23,3,1.0,21
2814,12,0.5985,24,24,26,3,1.0,24
2814,13,2.294633333333333,27,27,29,3,1.0,27
2814,14,0.2615333333333333,30,30,32,3,1.0,30
2814,15,0.7210666666666669,33,33,35,3,1.0,33
2814,16,0.21370000000000006,36,36,38,3,1.0,36
2814,17,0.1964,39,39,41,3,1.0,39
2814,18,0.2725,42,42,44,3,1.0,42
2814,19,0.1993666666666667,45,45,47,3,1.0,45
2814,20,0.16703333333333334,48,48,50,3,1.0,48
2814,21,0.2299666666666667,51,51,53,3,1.0,51
2814,22,0.17843333333333336,54,54,56,3,1.0,54
2814,23,0.11586666666666667,57,57,59,3,1.0,57
2814,24,0.20826666666666666,60,60,62,3,1.0,60
2814,25,0.1821333333333333,63,63,65,3,1.0,63
2814,26,0.20603333333333332,66,66,68,3,1.0,66
2814,27,0.4224,69,69,71,3,1.0,69
2814,28,0.4637999999999999,72,72,74,3,1.0,72
2814,29,0.32469999999999993,75,75,77,3,1.0,75
2814,30,0.2753,78,78,80,3,1.0,78
2814,31,0.3810333333333334,81,81,83,3,1.0,81
2814,32,1.5532,84,84,86,3,1.0,84
2814,33,0.27179999999999993,87,87,89,3,1.0,87
2814,34,2.1074,90,90,92,3,1.0,90
2814,35,0.3674666666666668,93,93,95,3,1.0,93
2814,36,2.8597333333333332,96,96,98,3,1.0,96
2814,37,0.7099999999999999,99,99,101,3,1.0,99
2814,38,1.1200333333333334,102,102,104,3,1.0,102
2814,39,3.148533333333333,105,105,107,3,1.0,105
2814,40,3.1309,108,108,110,3,1.0,108
2814,41,3.7750666666666666,111,111,113,3,1.0,111
2814,42,1.2012333333333334,114,114,116,3,1.0,114
2814,43,0.3665,117,117,119,3,1.0,117
2814,44,1.5067000000000002,120,120,122,3,1.0,120
2814,45,2.8383000000000007,123,123,125,3,1.0,123
2814,46,1.9463333333333328,126,126,128,3,1.0,126
2814,47,0.3234,129,129,131,3,1.0,129
2814,48,2.7648,132,132,134,3,1.0,132
2814,49,2.320666666666667,135,135,137,3,1.0,135
2814,50,0.3373,138,138,140,3,1.0,138
2814,51,0.8859666666666668,141,141,143,3,1.0,141
2818,0,0.3,39,45,101,3,0.1,45
2818,1,0.29,27,50,132,6,0.8,50
2818,2,0.28,1,39,42,2,0.6,39
2818,3,0.14,2,48,95,3,0.2,48
2818,4,0.03,21,50,51,2,0.8,50
2818,5,0.8691,0,0,2,3,1.0,0
2818,6,0.6298333333333334,3,3,5,3,1.0,3
2818,7,0.5052666666666668,6,6,8,3,1.0,6
2818,8,0.5432666666666666,9,9,11,3,1.0,9
2818,9,0.5589666666666666,12,12,14,3,1.0,12
2818,10,0.5752333333333333,15,15,17,3,1.0,15
2818,11,0.16253333333333336,18,18,20,3,1.0,18
2818,12,0.5041666666666668,21,21,23,3,1.0,21
2818,13,0.1827666666666667,24,24,26,3,1.0,24
2818,14,0.4509,27,27,29,3,1.0,27
2818,15,0.20476666666666665,30,30,32,3,1.0,30
2818,16,0.14040000000000002,33,33,35,3,1.0,33
2818,17,0.7866666666666665,36,36,38,3,1.0,36
2818,18,1.1127666666666665,39,39,41,3,1.0,39
2818,19,0.36196666666666666,42,42,44,3,1.0,42
2818,20,0.14856666666666665,45,45,47,3,1.0,45
2818,21,0.14063333333333333,48,48,50,3,1.0,48
2818,22,0.13413333333333335,51,51,53,3,1.0,51
2818,23,0.1543,54,54,56,3,1.0,54
2818,24,0.06613333333333332,57,57,59,3,1.0,57
2818,25,0.15249999999999994,60,60,62,3,1.0,60
2818,26,0.12823333333333334,63,63,65,3,1.0,63
2818,27,0.08106666666666666,66,66,68,3,1.0,66
2818,28,0.16143333333333335,69,69,71,3,1.0,69
2818,29,0.09453333333333334,72,72,74,3,1.0,72
2818,30,0.11343333333333333,75,75,77,3,1.0,75
2818,31,0.1625666666666667,78,78,80,3,1.0,78
2818,32,0.07236666666666668,81,81,83,3,1.0,81
2818,33,0.6286999999999999,84,84,86,3,1.0,84
2818,34,0.7639666666666667,87,87,89,3,1.0,87
2818,35,1.0748333333333333,90,90,92,3,1.0,90
2818,36,3.4052999999999995,93,93,95,3,1.0,93
2818,37,3.012766666666667,96,96,98,3,1.0,96
2818,38,2.826133333333333,99,99,101,3,1.0,99
2818,39,2.4174333333333338,102,102,104,3,1.0,102
2818,40,2.203866666666667,105,105,107,3,1.0,105
2818,41,2.2724333333333333,108,108,110,3,1.0,108
2818,42,1.9344333333333337,111,111,113,3,1.0,111
2818,43,2.085166666666667,114,114,116,3,1.0,114
2818,44,2.0679333333333334,117,117,119,3,1.0,117
2818,45,2.1887666666666665,120,120,122,3,1.0,120
2818,46,1.879133333333333,123,123,125,3,1.0,123
2818,47,2.032433333333333,126,126,128,3,1.0,126
2818,48,1.7704,129,129,131,3,1.0,129
2818,49,1.809233333333333,132,132,134,3,1.0,132
2818,50,0.9208000000000002,135,135,137,3,1.0,135
2818,51,1.5110666666666668,138,138,140,3,1.0,138
2818,52,0.7989999999999998,141,141,143,3,1.0,141
2925,0,0.0,0,0,2,3,1.0,0
2925,1,0.0,3,3,5,3,1.0,3
2925,2,0.0,6,6,8,3,1.0,6
2925,3,0.0,9,9,11,3,1.0,9
2925,4,0.0,12,12,14,3,1.0,12
2925,5,0.0,15,15,17,3,1.0,15
2925,6,0.0,18,18,20,3,1.0,18
2925,7,0.0,21,21,23,3,1.0,21
2925,8,0.0,24,24,26,3,1.0,24
2925,9,0.0,27,27,29,3,1.0,27
2925,10,0.0,30,30,32,3,1.0,30
2925,11,0.0,33,33,35,3,1.0,33
2925,12,0.0,36,36,38,3,1.0,36
2925,13,0.0,39,39,41,3,1.0,39
2925,14,0.0,42,42,44,3,1.0,42
2925,15,0.0,45,45,47,3,1.0,45
2925,16,0.0,48,48,50,3,1.0,48
2925,17,0.0,51,51,53,3,1.0,51
2925,18,0.0,54,54,56,3,1.0,54
2925,19,0.0,57,57,59,3,1.0,57
2925,20,0.0,60,60,62,3,1.0,60
2925,21,0.0,63,63,65,3,1.0,63
2925,22,0.0,66,66,68,3,1.0,66
2925,23,0.0,69,69,71,3,1.0,69
2925,24,0.0,72,72,74,3,1.0,72
2925,25,0.0,75,75,77,3,1.0,75
2925,26,0.0,78,78,80,3,1.0,78
2925,27,0.0,81,81,83,3,1.0,81
2925,28,0.0,84,84,86,3,1.0,84
2925,29,0.0,87,87,89,3,1.0,87
2925,30,0.0,90,90,92,3,1.0,90
2925,31,0.0,93,93,95,3,1.0,93
2925,32,0.0,96,96,98,3,1.0,96
2925,33,0.0,99,99,101,3,1.0,99
2925,34,0.0,102,102,104,3,1.0,102
2925,35,0.0,105,105,107,3,1.0,105
2925,36,0.0,108,108,110,3,1.0,108
2925,37,0.0,111,111,113,3,1.0,111
2925,38,0.0,114,114,116,3,1.0,114
2925,39,0.0,117,117,119,3,1.0,117
2925,40,0.0,120,120,122,3,1.0,120
2925,41,0.0,123,123,125,3,1.0,123
2925,42,0.0,126,126,128,3,1.0,126
2925,43,0.0,129,129,131,3,1.0,129
2925,44,0.0,132,132,134,3,1.0,132
2925,45,0.0,135,135,137,3,1.0,135
2925,46,0.0,138,138,140,3,1.0,138
2925,47,0.0,141,141,143,3,1.0,141
2945,0,0.03380000000000001,0,0,2,3,1.0,0
2945,1,0.1547333333333333,3,3,5,3,1.0,3
2945,2,0.1156333333333333,6,6,8,3,1.0,6
2945,3,0.04443333333333334,9,9,11,3,1.0,9
2945,4,0.15516666666666667,12,12,14,3,1.0,12
2945,5,0.09996666666666662,15,15,17,3,1.0,15
2945,6,0.0559,18,18,20,3,1.0,18
2945,7,0.1803,21,21,23,3,1.0,21
2945,8,0.2499,24,24,26,3,1.0,24
2945,9,0.1662,27,27,29,3,1.0,27
2945,10,0.1596666666666667,30,30,32,3,1.0,30
2945,11,0.1476333333333333,33,33,35,3,1.0,33
2945,12,0.15146666666666667,36,36,38,3,1.0,36
2945,13,0.14913333333333334,39,39,41,3,1.0,39
2945,14,0.040266666666666666,42,42,44,3,1.0,42
2945,15,0.07483333333333332,45,45,47,3,1.0,45
2945,16,0.15126666666666666,48,48,50,3,1.0,48
2945,17,0.07603333333333333,51,51,53,3,1.0,51
2945,18,0.07393333333333335,54,54,56,3,1.0,54
2945,19,0.15229999999999996,57,57,59,3,1.0,57
2945,20,0.07806666666666665,60,60,62,3,1.0,60
2945,21,0.07583333333333334,63,63,65,3,1.0,63
2945,22,0.15209999999999996,66,66,68,3,1.0,66
2945,23,0.07610000000000001,69,69,71,3,1.0,69
2945,24,0.07456666666666666,72,72,74,3,1.0,72
2945,25,0.15109999999999998,75,75,77,3,1.0,75
2945,26,0.071,78,78,80,3,1.0,78
2945,27,0.07936666666666664,81,81,83,3,1.0,81
2945,28,0.1494,84,84,86,3,1.0,84
2945,29,0.14493333333333333,87,87,89,3,1.0,87
2945,30,0.27153333333333324,90,90,92,3,1.0,90
2945,31,0.16366666666666668,93,93,95,3,1.0,93
2945,32,0.15783333333333335,96,96,98,3,1.0,96
2945,33,0.14743333333333333,99,99,101,3,1.0,99
2945,34,0.5513,102,102,104,3,1.0,102
2945,35,0.13776666666666665,105,105,107,3,1.0,105
2945,36,0.6462333333333334,108,108,110,3,1.0,108
2945,37,0.03663333333333334,111,111,113,3,1.0,111
2945,38,0.5531333333333334,114,114,116,3,1.0,114
2945,39,0.21420000000000008,117,117,119,3,1.0,117
2945,40,0.5375,120,120,122,3,1.0,120
2945,41,0.15406666666666666,123,123,125,3,1.0,123
2945,42,0.6058333333333334,126,126,128,3,1.0,126
2945,43,0.0663,129,129,131,3,1.0,129
2945,44,0.6251999999999998,132,132,134,3,1.0,132
2945,45,0.08396666666666665,135,135,137,3,1.0,135
2945,46,0.5530666666666667,138,138,140,3,1.0,138
2945,47,0.1511,141,141,143,3,1.0,141
2980,0,0.0,0,0,2,3,1.0,0
2980,1,0.0,3,3,5,3,1.0,3
2980,2,0.0,6,6,8,3,1.0,6
2980,3,0.0,9,9,11,3,1.0,9
2980,4,0.0,12,12,14,3,1.0,12
2980,5,0.0,15,15,17,3,1.0,15
2980,6,0.0,18,18,20,3,1.0,18
2980,7,0.0,21,21,23,3,1.0,21
2980,8,0.0,24,24,26,3,1.0,24
2980,9,0.0,27,27,29,3,1.0,27
2980,10,0.0,30,30,32,3,1.0,30
2980,11,0.0,33,33,35,3,1.0,33
2980,12,0.0,36,36,38,3,1.0,36
2980,13,0.0,39,39,41,3,1.0,39
2980,14,0.0,42,42,44,3,1.0,42
2980,15,0.0,45,45,47,3,1.0,45
2980,16,0.0,48,48,50,3,1.0,48
2980,17,0.0,51,51,53,3,1.0,51
2980,18,0.0,54,54,56,3,1.0,54
2980,19,0.0,57,57,59,3,1.0,57
2980,20,0.0,60,60,62,3,1.0,60
2980,21,0.0,63,63,65,3,1.0,63
2980,22,0.0,66,66,68,3,1.0,66
2980,23,0.0,69,69,71,3,1.0,69
2980,24,0.0,72,72,74,3,1.0,72
2980,25,0.0,75,75,77,3,1.0,75
2980,26,0.0,78,78,80,3,1.0,78
2980,27,0.0,81,81,83,3,1.0,81
2980,28,0.0,84,84,86,3,1.0,84
2980,29,0.0,87,87,89,3,1.0,87
2980,30,0.0,90,90,92,3,1.0,90
2980,31,0.0,93,93,95,3,1.0,93
2980,32,0.0,96,96,98,3,1.0,96
2980,33,0.0,99,99,101,3,1.0,99
2980,34,0.0,102,102,104,3,1.0,102
2980,35,0.0,105,105,107,3,1.0,105
2980,36,0.0,108,108,110,3,1.0,108
2980,37,0.0,111,111,113,3,1.0,111
2980,38,0.0,114,114,116,3,1.0,114
2980,39,0.0,117,117,119,3,1.0,117
2980,40,0.0,120,120,122,3,1.0,120
2980,41,0.0,123,123,125,3,1.0,123
2980,42,0.0,126,126,128,3,1.0,126
2980,43,0.0,129,129,131,3,1.0,129
2980,44,0.0,132,132,134,3,1.0,132
2980,45,0.0,135,135,137,3,1.0,135
2980,46,0.0,138,138,140,3,1.0,138
2980,47,0.0,141,141,143,3,1.0,141
2986,0,0.0,0,0,2,3,1.0,0
2986,1,0.0,3,3,5,3,1.0,3
2986,2,0.0,6,6,8,3,1.0,6
2986,3,0.0,9,9,11,3,1.0,9
2986,4,0.0,12,12,14,3,1.0,12
2986,5,0.0,15,15,17,3,1.0,15
2986,6,0.0,18,18,20,3,1.0,18
2986,7,0.0,21,21,23,3,1.0,21
2986,8,0.0,24,24,26,3,1.0,24
2986,9,0.0,27,27,29,3,1.0,27
2986,10,0.0,30,30,32,3,1.0,30
2986,11,0.0,33,33,35,3,1.0,33
2986,12,0.0,36,36,38,3,1.0,36
2986,13,0.0,39,39,41,3,1.0,39
2986,14,0.0,42,42,44,3,1.0,42
2986,15,0.0,45,45,47,3,1.0,45
2986,16,0.0,48,48,50,3,1.0,48
2986,17,0.0,51,51,53,3,1.0,51
2986,18,0.0,54,54,56,3,1.0,54
2986,19,0.0,57,57,59,3,1.0,57
2986,20,0.0,60,60,62,3,1.0,60
2986,21,0.0,63,63,65,3,1.0,63
2986,22,0.0,66,66,68,3,1.0,66
2986,23,0.0,69,69,71,3,1.0,69
2986,24,0.0,72,72,74,3,1.0,72
2986,25,0.0,75,75,77,3,1.0,75
2986,26,0.0,78,78,80,3,1.0,78
2986,27,0.0,81,81,83,3,1.0,81
